Movie Title,Storyline
Ajay Gadu,"Ajay struggles with modern life's demands until meeting Shwetha, a drug-addicted medical student who inspires his fight against inner and outer challenges."
BackStabbers: The Kelvin Lawson Trial,An innocent man's life is ripped apart when he is set up as a suspect and charged with murder and rape.
El día es largo y oscuro,"A Mexican movie director travels the world as a vampire, getting blood from wherever he can at local film festivals."
Okamotomanta,No storyline available
Amityville Webcam,"This is a tale about a group of monsters who are playing your typical game of Humans and horror. This however, is not your typical game as it takes place in Amityville with a Demonic Camera and a host of youtubers."
Kantil,"The discovery of a mysterious alien shell in a trench transforms the lives of two star crossed lovers, Paleng and Eliong, and their threatened coastal village in Davao City, unearthing secrets deeper than the surrounding perilous waters."
I Awoke Early the Day I Died,Thief is a wanted man who stole a large amount of money from a loan office but falls unconscious and loses track of the stolen cash.
Metro9,"Return to the Avant Garde Project and the Non-Narrative featuring Neun Metro // Metro9, is a mechanism to highlight the remarkable work of Thea von Harbou's original vision and her collaboration with Austrian filmmaker Fritz Lang."
Bahirbhoomi,"In the film, a series of murders occurs within the family of the village leader. Their servant inadvertently kills an individual and is apprehended by the authorities."
UK Ugly Man,"The personal disasters in Ruben's life have a catastrophic effect on the outside world, and his relationship with a black girl pushes him into conflict with his family and his sinister new employers."
La Sombra del Juez,"When the blood flows, no one will be able to hide the trail of a lie."
Chicago & Friends in Concert,No storyline available
Un monde violent,"With the complicity of the secretary, Sam and Paul, 2 brothers employed in a warehouse in the center of France, rob a heavy goods vehicle full of iPhones. The driver rebels and dies. Sam, the youngest, feels guilty but Paul, who has already been in prison, is ready to do anything not to go back."
"Dear Kate,","After her father's death, a recluse runaway returns home to face her former life."
Nobody Wants to Talk About Jacob Applebaum,"Documentary follows Jacob Applebaum's online privacy advocacy, allegations of sexual misconduct against him, his role exposing government surveillance programs, and the impact on his career as a former WikiLeaks associate."
The President and the Dragon,"A former US President, ex-child soldiers, volunteers in remote villages, and an eclectic crew of public health veterans traverse bloody civil war and treacherous terrain to eradicate the largest parasite affecting humans."
Noble Vision,The arduous process of getting a new medical procedure approved by a bureaucracy plays havoc in the lives of a young neurosurgeon with a breakthrough cure for nerve injury and a beautiful ballerina who needs the treatment as her only hope.
Responsible,Companies balance profit vs planet as corporate choices impact global warming. Explores the need to shift from elite wealth-focused business to environmental protection that benefits humanity.
Fit for Life: Dare to Dream,"82-year-old Jack Lowe tackles 11 Tour de France cols in 7 days with marathoner Jiggs Barasara (50). Their Alpine journey, guided by health experts, shows how lifestyle and passion can transform aging."
The Illuminati Secret Rulers of the World,No storyline available
Monster Metaverse: Monster Hunter Academy,Newbies to Monster Hunter Academy learn quickly from Dr Jekyll that monster hunting is serious business.
Love Is Love,"That incident at the farewell party, not only ended Aryan Ashley's friendship, but made them realize there is more to their friendship. A stranger, an aging female prostitute distressed by society, become a communication link between them"
Sharma & Ambani,A ayurvedic doctor Sharma and his cobbler friend Ambanis simple lives are upended by an unexpected entanglement with a dangerous gang.They must fight to retrieve priceless diamonds and for Sharma to marry his childhood love.
Azititoi,"An accidental discovery in an Athenian hospital reveals a personal and collective trauma about hundreds of patients who died from tuberculosis between 1945 and 1975 and were buried unnamed in mass graves on the hospital grounds. Eighty years later, their controversial story comes to light through their personal belongings and the search for living relatives."
Ambivalent,A woman who is tired of her marriage is torn between going on with an old friend that has rekindled the passion of love or remains in her marriage.
Qalat,"The film Qalat revolves around the powerful themes of friendship, loyalty, and sacrifice. It tells the story of two close, brother-like friends-Addis and Girum-whose strong character and integrity are evident early in the film, but are later tested by the challenges they face as newcomers to Canada from Ethiopia. While Addis has already settled his immigration status and is somewhat established, Girum is still navigating major life hurdles, including his refugee protection process. The story begins on the day of Girum's refugee hearing, where he not only receives a rejection but also faces a painful setback in his romantic relationship. Amid this turmoil, the two friends are presented with an unexpected opportunity-one that tempts them to compromise their morals. Addis insists on staying true to their principles, while Girum, overwhelmed by his struggles, believes they should seize the chance regardless of whether it is right or wrong. This fundamental disagreement becomes the central conflict between them. Despite their differences, Addis remains loyal and protective, going to great lengths to shield Girum-even from the consequences of his own poor decisions. In doing so, Addis crosses his own moral boundaries, ultimately risking everything to stand by his friend."
Trump VS Kamala: Race for the Whitehouse,"Trump vs. Kamala explores the 2024 election, where two opposing visions collide, shaping America's future. A deep dive into their policies, ideologies, and the stakes for the nation."
Red Radio Over Shanghai,This is based on the real life-story of Li Bai who was sent in 1937 by the CCP to manage a secret radio station in Shanghai and remained undercover for 12 years.
Trump 2024,"Trump 2024 chronicles Donald Trump's life, career and impact on the world."
Like a Heavenly Edge,"The dialogueless journey of a carjacker, his young lover and the doll she created, in a world made of city ruins, blue dawns and red dusks. The film material was originally shot in 1998 on 8mm and later blown up to 16mm. Ever since, as the colour dyes faded and the years passed, the film hadn't been edited into its final form. Almost 30 years later, ""Like a Heavenly Edge"" was screened publicly for the first time at LA CAMERA in Shimokitazawa."
Not Another Zombie Movie,"When a group of theater kids get stuck in the zombie apocalypse, one of them realizes it's his last chance to do the one thing he wanted before he dies: make a movie. But will he be accused of taking the sandwiches first?"
Young Ronin II,"A teenage martial artist, Nate, is tasked to infiltrate a nefarious ninja clan. When his girlfriend, Lucy, takes his place, Nate must train her in the ways of ninjutsu to deceive the country's greatest ninja warriors."
Mabidi Wa Strata,"A charming yet mischievous man who navigates his community by scamming people and borrowing money. Despite his deceitful ways, Mabidi tries to maintain a semblance of normalcy at home, where he faces his no-nonsense wife, Maria."
Sen De Mi?,No storyline available
Space Down,"A team of astronauts is launched into space during the pandemic. As the planet takes a pause, its inhabitants share their experiences of COVID-19 and the consequences it might have on their mental health."
Me,No storyline available
Granny Must Die,No storyline available
Mabel,"As the peaceful town is disrupted by an unusual death, Sheriff Manduque becomes entangled in a web of deception orchestrated by the enigmatic Carson, split between burying the town's secrets and discovering the truth."
The World Needs a New Superhero Part 2,No storyline available
Dois Caipiras em Colombo,"Synopsis: The story follows the adventures of Cráudio and Chiquinho, two country bumpkins who leave their rural hometown in search of a better life in the big city of Colombo. However, what they find is a whirlwind of chaos and hilarious situations as they struggle to adapt to urban life. Amidst their mishaps, they discover the city's rich Italian cultural heritage, experiencing unforgettable and extremely entertaining moments. Get ready to laugh out loud with this comedy that promises a captivating story and plenty of fun."
Jimmi,No storyline available
SLON,"Autumn 1929. Lina from the noble Golitsyn family arrives for a meeting with her husband Georgy Osorgin, who is serving a prison sentence in the Solovetsky special purpose camp. Lina does not know that after her departure from the island, her husband will be shot."
Uno: The F in Family,"An eccentric young man returns to his estranged family after a decade, bringing his new fiancee with him."
'O' by Cirque du Soleil in Shared Reality,"Experience ""O"" by Cirque du Soleil in the groundbreaking new format of Cosm Shared Reality. Cosm is blending the physical space with the digital world to bring you a deeply immersive Cirque du Soleil experience in a new communal format."
Sally's Memory,A woman who lost her child and divorced her husband continues to complete her son's unfinished translation work.
Get Over Yourself,"A brilliant tech entrepreneur, on the verge of making his fortune, returns home for the first time in years and faces his painful past."
The Showmax Roast of Minnie Dlamini,Laugh Africa and Showmax present a star-studded lineup unleashing their wrath on media personality Minnie Dlamini. Tumi Morake and Jason Goliath serve as roastmasters.
Americans with No Address,A nationwide journey exploring homelessness reveals how government policies drive people into poverty and addiction.
Elephant Steps,"After fire wrecks African village, Yaya's enslaved for cocoa. UN agent and US scientist unite to reveal child slavery in chocolate industry, battling demons."
Tricks Can Go Wrong,An incompetent magician films a submission video for a televised talent show despite pressures from friends and family to grow up.
Afterlife,"Afterlife is a compelling and thought-provoking documentary that follows the personal journey of a filmmaker as he explores the mysteries of the hereafter. Driven by a deep sense of curiosity and a desire to find answers to life's ultimate questions, he meets with a diverse range of experts, including spiritual teachers, scientists, and medical professionals to gain insights into what happens when we die. As the filmmaker delves deeper into the subject, he begins to see how the exploration of the afterlife is more than just a matter of life and death. It reveals the spiritual connections we all share, and the importance of living a meaningful life. Ultimately, Afterlife is a personal and emotional journey of self-discovery, as the filmmaker grapples with his own beliefs and fears about what lies beyond this world. The film offers a poignant and uplifting message that death is not the end, but a doorway to a new beginning."
Then Came the Bottle Girls,"Five beautiful women masquerade as bottle girls, traveling state to state, infiltrating some of the most exclusive clubs. When they make everyone comfortable, they rob the club and disappear forever. If they have to kill, they will. Seems like the perfect life. That is until they are betrayed from within."
Amaltash,Rahul is a composed musician in an old city. A delightful serendipity smiles on him when he meets a warm and spontaneous girl Keerthi who is intrigued with Rahul's music.
Bijoyar Pore,"Alkananda and Anand, a couple of Banedi family, are passing the last spring in their life. In the context of Durga Puja, they find people who are becoming increasingly despondent. These aimless people are their children."
The Guardsmen: Part 3,The conclusion of the Oklahoma Guardsmen saga as they battle Bill Doolin and the infamous Wild Bunch.
Unarvugal Thodarkadhai,"Karthik, a serial dater, impulsively marries Priya, a relationship novice, after a breakup. Their contrasting experiences pose challenges in finding eternal love."
Friendly Fire,"Sonya , a female CEO wants to put Philippine esports on the map. She scouts a young female player Hazel from a internet cafe, sees the potential in her and trains her."
Smart Casuals,"Two couples' stories intertwine: newlyweds navigating life together, while another pair reconsiders their marriage plans, questioning their expectations of love."
Sunflowers in the Rain,"Rather than leave or give up hope, civilians in Ukraine tirelessly volunteer, work, and create in the face of war, and in doing so, reveal how their lives and philosophies have changed during their quests to help the country persevere."
The Awkward Stage,"Lost in an academic wasteland, a middle school reject falls in love with a sculpture."
Barzakh,"Unaware of the evil lurking around her, Farah makes the trip to the family farm to visit her uncle Rachid who has suddenly become very sick. Being that her uncle is her only surviving family, Farah plans to convince Rachid to return to the city with her so she can take care of him. But upon her arrival to the farm, she begins to experience unsettling psychic visions and a series of events with mysterious circumstances which pushes her to reconsider all of her plans and ultimately face her destiny."
Waiting to Process,No storyline available
Bajrang Aur Ali,Is Religion bigger than Humanity?
The Ballad of Straw Hat Sam,"When two unlikely friends embark on a journey to find the world's best bourbon, they encounter strangers, freaks, and a plethora of zany horrors that will leave them forever changed."
Singappenney,"Thenmozhi, a village girl from Tamil Nadu, dreams of excelling in swimming. Shalini discovers her talent and helps her overcome obstacles to pursue her passion, battling societal norms and adversities along the way."
The Diet Deception,A probing look behind diets and commonly held beliefs about what it takes to be healthy. Is everything we've been told a lie?
Vae Victis,"Vae Victis tells about the life story of painter Valerio De Filippis, a man who has made art his way of being in the world but currently in the grip of the dreaded artist's block in view of a very important exhibition."
Dan the Man: The Artist,"""Dan the Man the Artist"" is a documentary that follows the inspirational journey of Dan Makar, a 46 year-old artist with Down syndrome, as he pursues his dreams against seemingly insurmountable odds. A former Special Olympics champion whose career came to a sudden and devastating end, Dan turns to art as a way of coping with the difficult world around him. Expressing his optimistic perspective on life, he is inspired by Pablo Picasso's words, ""Everything you can imagine is real."" Immersed in his imagination, Dan finds refuge from an ailing reality by painting portraits of his favorite pop-culture icons, including the Jonas Brothers, Selena Gomez, Demi Lovato, Taylor Swift, Jesus and more. Despite all the obstacles in front of him, and while battling serious health complications, Dan dreams of becoming a famous artist, leaving his group home, gaining his independence, and marrying his long-term girlfriend, Annie McHale, with whom he hopes to start a family. Extremely beautiful and at times painfully honest, this is the moving story of an unsinkable spirit that inspires hope in the face of adversity. Directed by Dan's younger brother, award-winning filmmaker Matthew Brian Makar, this film gives the viewer an unflinching and intimate look into one family's very real struggles with Down syndrome, and their courage to not only face the realities, but to challenge its limitations. With the help of art therapy and the support of those closest to him, Dan's dreams begin to come true when a world-renowned art gallery offers to host his first solo exhibition in Manhattan. What happens next creates an unforgettable ending."
Hatekhori,"Story is all about Chand and his dream, to go to school but He works at a dhaba by the roadside. Chand loves to study. He enjoys studying. For him, every newspaper, new or old, is a source of knowledge and he tries to learn from them."
O Emigrante,No storyline available
Love in Transit,No storyline available
Mega Star Fan,Heroo mother is megastar fan. she gave a birth in a theater. The issue's also going high. Villain don't know he is facing problems from hero side. Hero doesn't know from his side villain getting problem's one day they know each other
RIIZE Fan-Con Tour 'RIIZING DAY' Finale in Cinemas,No storyline available
Charm,"Years later, a lady discovers a labyrinth of secrets and falsehoods that threatens to destroy all she values. It all starts with a single ornament on her wrist."
Donto Rohoshyo,"Go to Odisha with Aunt Neela for the wedding of Rais tenant (Harsh). Along the way, Harshar Jyathamshai finds out that he is hiding a Buddhist statue. Rai reached Orissa and investigated and recovered the Parents statue."
Husna,"""In the shadowy world of journalism, Investigating Officer Shinde must navigate the tangled web of Sudhir's demise, where obsession leads to deadly consequences in 'Husna'."""
The bog goggles of a junkie's fit,"This anthology of short films deals with themes such as: parallel universes, depression, love, loneliness, complexities of the human mind and nostalgia."
Our Little Secret,No storyline available
Blind Spot,No storyline available
Doors. Hotel Mystery,"The body of a dead security guard is discovered at the Overlook Hotel, it comes to the attention of the police and the general decides to entrust this case to a young policeman, David, who should receive $ 100,000 for this case, because it is really terrifying. Rumor has it that it all started because of a mysterious door behind which something special is hiding."
A Kiss That Kills,No storyline available
Voyage,No storyline available
Once upon a bridge in Vietnam,"Following the death of his Vietnamese grandmother, a young French music reporter decides to discover Vietnam through investigations into classical music and get enrolled in an epic journey."
Wiltshire,"In small town Wiltshire, gossip flows and reputations proceed. When Jason (Ethan Spence) enters the picture, he seems to be the only to one to notice the eerie aura that the other citizens seem to thrive in."
Cybercrime,"People from different age, gender and social status, fall victim to online blackmail and harassment."
Five Nights at Freddy's: Shadow of Vanny,A young woman named Vanessa is desperate to rid herself of an evil force that found its way to her. The journey towards freedom may change her life in unexpected ways.
Bad Knight in Gotham,No storyline available
Llorona Origin,The prophecy of a bride from another land is in danger of being fulfilled and causing death.
Sins of Inheritance,"Down on his luck for several years, a father and ex-husband struggles to make ends meet but to no avail until he meets a strange doctor."
Bodyguard for Sweetheart,A teenager from a wealthy family is about to be kidnapped. Her father does not trust the presumably corrupt security company and asks a friend to take over the job for a short time. He reluctantly agrees.
One More Weekend,No storyline available
A Grain of Salt,"Amidst a political campaign to represent his people in a post-WWII British Government, a Punjabi community leader faces unexpected opposition from a member of his own flesh and blood."
Reeza GTR,"Reeza, a young man with a big heart, is on the verge of achieving his dreams. When he meets the beautiful Myra hiding in the trunk of his car, his life turns chaotic and is never the same again as she is on the run from mysterious persons."
Ritual,"A Dutch tourist, guided by Mayang, discovers her Javanese heritage, but faces danger as her archaeologist boyfriend, Pram, is suspected of murder tied to a horrifying black magic ritual, leading to Mayang's arrest to unravel the mystery."
The Last Wish,No storyline available
Bat War,"Bat War follows Colonel Phao, who is tasked with shutting down unauthorized traditional Thai music at music schools. However, he harbors a personal vendetta against Khao, the head of one such school, stemming from a childhood grudge."
Come for Me,"A group of friends decides to visit a small town in northern Mexico to look for their friend George, who has been missing for months. Upon arriving, they discover that the site is abandoned."
Super Zindagi,"Sidhu and Mujeeb chase after hidden gold in rural Karnataka, following a tip from Rudra, a local they met on a bus who claims he found treasure and needs help selling it."
No Place to Grow Old,"A growing crisis unfolding quietly across America: the increasing number of seniors facing homelessness. Set in Portland, Oregon, this poignant documentary follows the lives of three older adults navigating the harsh realities of life without a home. Through their stories of hardship and resilience, the film offers an intimate portrayal of the challenges they face, while also shining a light on the systemic issues contributing to their plight. Featuring insights from local and national experts, No Place to Grow Old is a powerful call to action that emphasizes dignity and hope, envisioning a future where everyone, regardless of age, has a safe and secure place to call home."
Billion Dollar Bluff,"When a popular influencer gets kidnapped and held for ransom, she grips the media's attention by helping the criminals rob luxurious mansions."
Laandhar,"An armed masked killer's reign of terror puts a police officer's wife in danger. Amidst the hunt for the perpetrator, she goes missing, leaving him racing against time to find her."
When Love Strikes,A promising young footballer must choose between following his dreams of soccer success and returning to college in order to support his family.
Gli Immortali,Do you know why the gods envy us?
Inside the Dream: Mugler,"Examines the legacy of the boundary-breaking, beloved French designer Manfred Thierry Mugler. Though he passed away in 2022 at the age of 73, Mugler's creations live on-through their influence on modern-day fashion and culture,"
Knock Out Blonde: The Kellie Maloney Story,"The authorized documentary of Kellie Maloney, the famous British transgender boxing manager. This unique film will explore Kellie's story of truth and denial, as she confronted uncertainty and ultimately accepted herself for who she was."
M.O.E.T.: Money Over Everything,"Following a family tragedy, an enterprising young woman takes on a new profession."
Modest Male Exposure 2: I Dream of Genes,"A 40-something, single journalist is determined to continue a life of rugby, drinking with buddies, and pan-sexual play parties. Life takes an abrupt change when the 20-something year old son whom he never knew he had enters the picture."
Before I Forget,"Stoyan, an elderly man, has dementia and his condition is deteriorating rapidly. His daughter, Iliana, decides to go on a farewell trip around the country with him. She wants him to have the chance to be reunited with family, her son to have some happy memories with his grandfather; and she wants to spend what precious little time is left with her dad before he stops recognizing them all."
Karachi to Noida,No storyline available
The Bell: Panggilan Untuk Mati,"When a stolen bell unleashes the vengeful ghost of Panebok in Belitong, a shaman's last descendant must recover the artifact and master forbidden rituals to stop its bloody rampage-before nine lives are claimed, including his own."
Oru Smartphone Prenayam,"Priyanka falls in love with Roni through their interactions on a smartphone. However, their blossoming romance turns dark when they meet in person, leading to an unexpected tragedy that impacts another couple, Joji and Nimi."
Mistery of Error,No storyline available
The Dawgfather: The Legacy of Don James,"The Dawgfather: The Legacy of Don James"" tells the story of a man from a small town in Ohio whose impact as a coach and mentor not only changed the landscape of college football but also created lasting change through the men he coached."
Mardi ba Kife Ghermez,"After the WWI, the German government faced economic problems due to the payment of reparations, but this crisis was resolved in Germany under the management of Hjalmar Schacht. After a few years, Dr. Mohammad Mossadegh invited him to Iran."
Mere Sajna Ka Angna,Rani Mere Sajna Ka Angana is family drama film plot is like Raja young boy leaving with his two big brother and two mother-in-law Raja have no work he always waste his time for moving here and there when he get older his brother trying to married him but no girls father want to unemployment Damad so up poor girl rani's father came to his house and fix the marriage after the marriage Rani fell that his husband is not working so his husband not getting any respect in that house Rani trying to convince her husband to do some work but he is not serious after someday Rani argument with his brother's wife and Raja decide to left house for work when he get rich then he will be come back in that house Raja going to city and forget his wife when Raja going to out office home Rani pregnant he deliver a child but in Raja have chance to work with a businessman and a businessman girl fail with love Raja Raja forget everything and leave happyly with his second wife he is an left for him for job after 5 year Rani came to City for searching his husband when she reach husband house lots of surprise came to Rani house Rani founded her husband married other woman Raja get accident Rani give blood and then Raja no that his first wife save his life then he Reliance he his mistake and leave with his first wife Rani and his daughter happily second wife give sacrifice her life for saving Raja's family Mere Sajna Ka Angana totally family drama film this film is written by great writer celebrity writer Shashi Kumar Pandey who have got so many awards to write a film this film is produced by entertainment star cast is Raj Sharma Anjana Singh Vineet Vishal
Things We Lost Last Night,"A son traces his mother's disappearance through fragments of memory, political unrest, and fading rituals. As past and future blur, he searches for meaning in her disjointed, poetic monologue."
No.910,No storyline available
Beautiful and Loud and Clear,"Two friends keep their long distance relationship alive by sending each other regular voice notes. When they reunite for a few days over Christmas, old feelings return."
The Pipes,"In 2039, in a sewer-system-turned-underground-prison, an aloof inmate meets a female convict (there to rescue her sister). So he and his 2 bank-robbing prison mates choose to help, in return for her pledge to take them all to the Up Top."
Lebenskünstler,"It is not the powerful and the rich who can achieve salvation and deliverance from what they have corrupted. It is the artists of life, who know how to live well and honestly with small and simple things, who can truly change the world."
A Harvest,"In California's Central Valley, an abbey of Trappist Cistercian monks sustain themselves by making wine in partnership with a winemaker. The annual grape harvest brings unforeseen challenges that they must overcome together."
The King of Country: George Jones in Tennessee,"This documentary takes viewers on a journey through Tennessee, the heart of country music, as the legendary George Jones performs some of his greatest hits. Celebrating his unmatched contribution to the genre, the film highlights Jones' deep connection to the state and the legacy he left in the world of country music."
Shit Happens and Miracles Too,No storyline available
Her Name Was Lucy,"Nancy refuses to release her grip on past wounds because they still live with her in the present, driving her to a relentless pursuit of the truth."
Greener Pastures,No storyline available
A New Day,"Society alienates Ndidi because of her supposed illegitimate background. However, her dire situation could change if her mother decides to face her past."
Cursed,No storyline available
If Anything,"A regular guy with debilitating anxiety finds comfort when his fairy-god-ex-girlfriend returns to Earth as a sentient teddy bear. Keeping a promise that she made years ago, Sica is ready to help Ted and his friends, as best as any teddy bear can."
Worship,James and Louise uncover a cult in the middle of Kingsteignton by a weird priest called brother Shameus.
Winter Elegy,"Four husbands are lost in a plane crash. In moments of grief, four wives discover that they are not their husband true love."
Never Not Yours,"A family weekend at the cabin implodes when retired parents casually announce their divorce, sending three adult siblings into chaos."
Langha Phobia,"After a blissful beginning to Gopi and Shanti's married life in Fiji, things take a big turn when Gopi starts showing his chauvinistic ways. Having no other option, Shanti comes up with a cunning plan to get some sanity back in her life."
Coffee with Alone,No storyline available
Rail,"In a rapidly urbanizing village, Muthiah, an electrician and habitual drinker, struggles with his marriage and work. His hatred for North Indian workers leads to conflict with his neighbor, Sunil."
Crime Reel,"Mounika, an innocent girl from a remote village, becomes addicted to Instagram reels and social media trends due to her friends. As she pursues her dream of becoming a heroine, she is unexpectedly murdered by someone in the village."
Kamen Rider Geats: Jyamato Awaking,"A sinister Ace transforms into Kamen Rider Dooms Geats, clashing with allies. Beroba, another Ace, awakens Michinaga's might. The Riders unravel the enigma surrounding the two Aces to thwart the God of Destruction's advent."
Maybe It's True What They Say About Us,A mother tries to find out what happened to her estranged daughter's child after she says it was sacrificed to a religious sect.
2550,"Anilla Till embarked on her greatest challenge yet by attempting to hike Europe's longest continuous hiking trail, the 2550-km-long Blue Circle. Along her journey, she learned about the homeland where she lives, met people she otherwise wouldn't have encountered, and discovered herself in a way she'd never experienced before. This is a story about a girl, determination, freedom, an inner journey, the bond with nature, and an accomplishment that stretches beyond our imagination."
"De Repente, Miss!","At the peak of her mid-life crisis, a full time mom will do whatever it takes to conquer the friendship and admiration of her teenage daughter, even facing her deepest fears by joining a beauty contest in a summer resort."
Googoosh: Made of Fire,"""Googoosh - Made of Fire"" traces Googoosh's career as an Iranian pop-music and film star."
Hong lou meng,"Through the fate and tragic love story of a young boy and two young girls, we witness the rise and fall of four richest families in 18 century China."
Titip Surat Untuk Tuhan,"A seven year old child, longing for the warmth of his family, he turned to God by writing and sending letters."
Core,"Abby knows the world is not fair enough to let her good fortune fall on her lap, so she works hard and takes pride in her success...until it all comes crashing down one Monday morning. Abby tries to build herself back up in an unforgiving world and rediscovers a relationship she has neglected for far too long."
Kemiti E Samparka,"Pratyush hopes to build a family with Priya, who believes finding Pratyusha will complete her incomplete life. But will fate intervene?"
3rd October,"Revolves around two lawyers with contrasting perspectives, each justified in their own right. The film sheds light on the role of the justice system and the media within our society."
My Eyes Only,"After getting caught in an intimate act that leads to his expulsion from private academy, Cody navigates social life at a new school all while keeping his biggest secret at bay."
Bigfoot Evidence: Oregon,"He's seen the creatures with his own eyes. Sasquatch researcher for 50 years, William Jevning leads a research expedition in Oregon, on the trail of the elusive relic hominid known as Bigfoot."
The Blind Sea,"The Blind Sea is a documentary about Australian blind surfer Matt Formston, who overcomes macular dystrophy to achieve world records and inspire the next generation, despite facing judgment and prejudice."
Passing Dreams,"Sami, 12, pursues an elusive carrier pigeon across Palestine, which he assumes has returned to its homeland. What quest is really behind the invisible pigeon?"
Novyy god v Beryozovke,About how a family goes to celebrate the New Year in a place where there is no Internet.
Preconceived,"A riveting documentary about the pervasive but overlooked presence of Crisis Pregnancy Centers. ""Preconceived"" explores the complex role of deception, finances, faith, and privacy amid a shifting legal landscape."
"The Girl, the Hunter & the Firefly","The six months of darkness finally arrived to Bogotá and the rest of the world, and with them the promises of anarchy and terror of the so called ""Hunters"". Ana a little 12 year old girl must escape from the city with her parents to protect their lives; locked up inside a bunker, Ana, Mateo and Angela will await underground hoping to avoid the horrors of the surface. Meanwhile, without the benefit of a refuge, John, a 35 year old man, will have to run with his wife, Laura, in order to protect the life of their unborn child."
After: Poetry Destroys Silence,"AFTER: Poetry Destroys Silence is a deep dive into the creative responsibility of writers when faced with holocaust, catastrophe and genocide. Do they bury their heads in the sand or do they reach out to the world with their creative gift?"
Nie Xiaoqian,"Nie Xiaoqian was betrayed and died with hatred. She turned into a ghost after death and was imprisoned in Lanruo Temple. Ning Sheng went to Capital to take examination and stayed here, and accidentally saved Xiaoqian."
The Last Jewish Summer,"Students in a secondary school in Antwerp (Belgium), researching about the fate of Jewish students expelled in 1942 from this school by the Nazis,.are confronted with family members of both Jewish Holocaust victims and Nazi accomplices."
Una fottuta bugia,"Pietro was an child prodigy in the showbiz. Now that he is almost 30, he is no longer either a child or a prodigy. Pietro is now spending his life taping for auditions he never gets. He teaches theatre at a church close to his house and, following his precarious finances, he lives in a modest flat owned by the diocese for which he doesn't pay much. He shares the flat with Nicolas, an hospital nurse, divorced, a wife and a son to take care of, a chaotic and careless personality. That's why when they receive an eviction note, Nicolas avoids the issue by stating that Pietro has cancer. It is the start of an awful lie. Pietro lives the issue helplessly but then, when he is about to tell the truth, he meets Claudia, a terminally ill girl. Even if weakened by her disease, Claudia gushes life from every pore on her body. She is extroverted, lovely, deep, smart, happy to the extent that Pietro is completely dazzled by her and cannot find the courage to speak his truth. The lie made up by Nicolas becomes the unbreakable bond between Claudia and Pietro. A double link that unites them by making them completely different than all the others. A bond that Pietro, even if tormented by guilt, cannot give up."
Sofia,"Sophiya, a stunning young woman, is romantically involved with the affluent Turk, Hüseyin, without knowledge of his marital status. Sophiya's path crosses with Azamat, a hopeful immigrant from Kazakhstan who arrived in Istanbul years ago."
All Suspects,"A policeman on leave stays in the ""Wuzhixiang"" B&B, with detective novelist Mengzhu, a homeless man, and a pianist. As the B&B owner and waitress both die, the identities of all become confusing. All of them are suspects and detectives."
Feng Zi Lao Ba,"The former legendary boxer was imprisoned for fighting. After he was released from prison, in order to win back his daughter's respect and recognition, he decided to fight again and live again."
Rights of a Father,"The film will make it understandable to know the impacts of both individuals, their feelings, their thoughts, and for the unborn child as well."
Beneath the Mask,No storyline available
Des voix,No storyline available
Under trottoaren - Stranden,"A drama about two brothers who find themselves in a perpetual role-playing game. An HR manager at a medium-sized company doesn't want to come to the office, a private school teacher struggles with aggression problems, and a security guard steals from the joint cash register. Five people are moving towards a collapse. Director: Henrik Hellström."
Rama Ayodhya,"Delves into the ancient city of Ayodhya, intricately linking its essence to the 16 virtues of Lord Rama as depicted in the Valmiki Ramayana."
Umbra Razboiului,"On February 27, 2022, two days after the start of the war in Ukraine, a group of 20 young Moldovan documentary filmmakers came together to form The Ad-hoc Film Collective and document the influx of Ukrainian refugees in the country and the response of the local community. With the tenuous peace in Transnistria, Moldova's Russian-speaking breakaway region the fear that Moldova could be sucked into the war happening in neighboring Ukraine has been continuously growing. A kaleidoscopic, polyphonic documentary that chronicles the experience of Ukrainian refugees in the Republic of Moldova and the Moldovan society who united and rallied to welcome them despite the fear of being next on Russia's radar."
The Garden Cadences,"Mollies is a queer-feminist collective that had been living at a trailer park next to Ostkreuz in Berlin for nearly a decade. ""The Garden Cadences"" documents their last summer there before being evicted."
Laundiyabaazi,"A model tries three boys to get engaged with. Who is the lucky guy? Chammakchalo an aspiring actress have a boyfriend Athrava. Atharva's friend Sanki and Chasmeesh wants to date with Chammakchalo. On their request, Atharva arranges a separate date with Chasmeesh and then with Sanki. Whom Chammakchalo finally chooses as her boyfriend is the key?"
Love and Respect,No storyline available
"Black Men Heal: Say How You Feel, Brother","Black Men Heal is a riveting, soul stirring documentary that follows alongside a black man on his journey of discovering his need for focusing on his mental health and getting the help that he so desperately needed."
Bhediya: The Hunter,A Scientist has a Theory that Man was an Animal in the early times and it took many Centuries for him to Become a Human from an Animal. It is not known how Correct this Theory was.
Unexplained Mysteries of the World,No storyline available
Blair County: A People's History,"Nestled in the heart of the majestic Allegheny Mountains, Blair County stands at a crossroads of history. Defined by geography, fueled by industry, forged by war, and remade through innovation, the region's tale is a microcosm of the evolving national experience. The saga of indigenous peoples, settlers, soldiers, industrialists, and everyday citizens who shaped local society is one of trial, tragedy, and triumph. This engaging film traces the cultural influences of Central Pennsylvania's rich heritage. Interviews, reenactments, rare photos, and archival footage breathe life into the dramatic stories of the past. This epic documentary brings viewers on a centuries-long journey across Blair County."
The Last Aztec Warrior,It tells the story of a man who is extracted from federal prison and called to do one last job to take down a notorious druglord.
